암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,주소,전화번호,병원URL,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,x좌표,y좌표,조사기간,병원홈페이지,조산사 인원수,좌표(X),좌표(Y),equitments,levels,grade,medicalLevel,cluster,DistanceToCenter,score,class
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3OSQzNjE4MzIjNjEjJDEjJDQjJDgz,의료법인마리아의료재단마리아병원,21,병원,110000,서울,110018,송파구,가락동,"서울특별시 송파구 송이로 152, 마리아 의료재단 새병원 (가락동)",02-2152-6555,,2008-06-23 00:00:00,9,0,0,0,9,0,0,0,0,0,0,0,0,,,202403,,0.0,127.1244081,37.4932775,0.0010330578512396,0.4285714285714285,0.6,0.22435897435897434,0,0.19695989762846372,0.8513599789765305,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3MiQyNjE0ODEjNjEjJDEjJDAjJDgz,의료법인서광의료재단 성북중앙병원,21,병원,110000,서울,110012,성북구,종암동,"서울특별시 성북구 종암로 72, (종암동)",02-919-3404,,1988-01-15 00:00:00,4,0,0,0,4,0,0,0,0,0,0,0,0,,,202403,www.sbja.co.kr/,0.0,127.0356225,37.5967616,0.0283920624829715,0.4285714285714285,0.6,0.391025641025641,2,0.10232762624669822,0.936874989894759,1.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQzNjEwMDIjNDEjJDEjJDQjJDgz,의료법인제민의료재단동서병원,21,병원,110000,서울,110010,서대문구,연희동,"서울특별시 서대문구 성산로 365-14, (연희동)",02-337-1110,,2004-03-02 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,,,202403,http://www.dsoh.co.kr,0.0,126.9302881,37.5646698,0.0003443526170798,0.4285714285714285,0.6,0.10256410256410256,0,0.15897700656474065,0.8133770879128074,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQzNjEwMDIjNzEjJDEjJDgjJDgz,의료법인한국의료재단프라임병원,21,병원,110000,서울,110019,중랑구,묵동,"서울특별시 중랑구 공릉로 76, (묵동)",02-975-7500,,2005-03-29 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,,,202403,http://www.medicook.net/cpinfo/clinic_detail_01.asp?SEQ=83544,0.0,127.0794651,37.6172336,0.0244982290436835,0.4285714285714285,0.6,0.1282051282051282,0,0.15937918085548136,0.813779262203548,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQwMyQzNjE4MzIjNjEjJDEjJDAjJDgz,인정병원,21,병원,110000,서울,110015,은평구,응암동,"서울특별시 은평구 응암로 164, (응암동)",02-309-0909,,1997-02-21 00:00:00,11,0,0,0,8,0,0,0,0,0,0,0,0,,,202403,www.injunghp.co.kr/,3.0,126.9163519,37.5865312,0.0289748130657221,0.4285714285714285,0.6,0.1923076923076923,0,0.17944116123964907,0.8338412425877157,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQwMyQyNjE0ODEjNDEjJDEjJDQjJDgz,자이비뇨의학과병원,21,병원,110000,서울,110021,서초구,서초동,"서울특별시 서초구 서운로 220, 대지스포츠프라자 4층 (서초동)",02-6207-5678,,2022-06-28 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,,,202403,,0.0,127.0217872,37.5027161,0.0003443526170798,0.4285714285714285,0.6,0.032051282051282055,0,0.176048717407241,0.8304487987553077,2.0
JDQ4MTg4MSM1MSMkMSMkOCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDQjJDgz,장스여성병원,21,병원,110000,서울,110019,중랑구,망우동,"서울특별시 중랑구 용마산로117길 49, 장스여성병원 비동 (7층 일부제외)동 (망우동)",02-490-4000,,2002-10-25 00:00:00,8,0,0,0,8,0,0,0,0,0,0,0,0,,,202403,,0.0,127.0975614,37.5997087,0.0044765840220385,0.4285714285714285,0.6,0.11538461538461538,0,0.1586674219118483,0.8130675032599151,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQyIyQ3IyQwMCQzNjEyMjIjNDEjJDEjJDgjJDgz,장튼위튼병원,21,병원,110000,서울,110004,관악구,봉천동,"서울특별시 관악구 남부순환로 1867, (봉천동)",02-878-7119,,2018-10-01 00:00:00,8,0,0,0,8,0,0,0,0,0,0,0,0,,,202403,,0.0,126.957342,37.4798225,0.0283920624829715,0.4285714285714285,0.6,0.25641025641025644,2,0.17819719887912525,1.012744562527186,1.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjE4MzIjNTEjJDEjJDYjJDgz,정동병원,21,병원,110000,서울,110008,동작구,상도1동,"서울특별시 동작구 양녕로 283, (상도1동)",02-810-7900,,2003-12-26 00:00:00,6,0,0,0,6,0,0,0,0,0,0,0,0,,,202403,http://www.jungdonghospital.com,0.0,126.9494571,37.5049384,0.0327780273952522,0.4285714285714285,0.6,0.3653846153846154,2,0.1079069304648815,0.9424542941129423,1.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5OSQyNjE4MzIjNzEjJDEjJDgjJDgz,제니스병원,21,병원,110000,서울,110023,광진구,구의동,"서울특별시 광진구 자양로 215, (구의동)",02-3436-8888,,2007-05-28 00:00:00,3,0,0,0,3,0,0,0,0,0,0,0,0,,,202403,www.zenithonco.co.kr/,0.0,127.0864991,37.5464849,0.0006887052341597,0.2857142857142857,0.6,0.08974358974358973,0,0.03225589188395112,0.6866559732320179,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,제이여성병원,21,병원,110000,서울,110010,서대문구,홍제동,"서울특별시 서대문구 통일로 442, (홍제동, 제이여성병원)",02-2153-7701,,2015-01-26 00:00:00,5,0,0,0,5,0,0,0,0,0,0,0,0,,,202403,,0.0,126.9449345,37.5885092,0.0275974025974025,0.4285714285714285,0.6,0.1346153846153846,0,0.16048365538764778,0.8148837367357145,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5OSQyNjE4MzIjNTEjJDEjJDYjJDgz,제일정형외과병원,21,병원,110000,서울,110001,강남구,청담동,"서울특별시 강남구 영동대로 726, 경일빌딩1~12층, 14층, 지하1~2층, 지하4~5층 (청담동)",02-501-6868,,2003-04-25 00:00:00,22,0,0,0,22,0,0,0,0,0,0,0,0,,,202403,http://www.cheilos.com,0.0,127.0561257,37.5228163,0.028161830195323,0.0714285714285714,0.6,0.3782051282051282,2,0.2728482996782186,1.1073956633262794,1.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ3OSQzNjE0ODEjNzEjJDEjJDgjJDgz,조은마디병원,21,병원,110000,서울,110002,강동구,성내동,"서울특별시 강동구 천호대로170길 19, (성내동)",02-487-1121,,2009-08-18 00:00:00,4,0,0,0,4,0,0,0,0,0,0,0,0,,,202403,www.joeunmadi.co.kr/,0.0,127.1332256,37.5343839,0.0324336747781723,0.3571428571428571,0.6,0.38461538461538464,2,0.05360881165608244,0.8881561753041433,1.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjE0ODEjNTEjJDEjJDYjJDgz,조인트힐병원,21,병원,110000,서울,110004,관악구,신림동,"서울특별시 관악구 난곡로 215, (신림동)",02-1899-7272,,2013-10-02 00:00:00,5,0,0,0,5,0,0,0,0,0,0,0,0,,,202403,,0.0,126.9175762,37.4737183,0.0324336747781723,0.3571428571428571,0.6,0.3717948717948718,2,0.05919272201393239,0.8937400856619933,1.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQwMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,지앤지병원,21,병원,110000,서울,110001,강남구,삼성동,"서울특별시 강남구 영동대로 626, 2~10층 (삼성동, GNG병원빌딩)",1522-2030,,2015-11-24 00:00:00,9,0,0,0,9,0,0,0,0,0,0,0,0,,,202403,,0.0,127.0597063,37.5162595,0.0208333333333333,0.1428571428571428,0.6,0.14743589743589744,0,0.13524410546607463,0.7896441868141413,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3OSQzNjEwMDIjNDEjJDEjJDgjJDgz,참바로병원,21,병원,110000,서울,110017,중구,흥인동,"서울특별시 중구 다산로 258, 2,3층 (흥인동, 리마크빌)",02-2234-8585,,2016-09-13 00:00:00,5,0,0,0,5,0,0,0,0,0,0,0,0,,,202403,,0.0,127.0166238,37.5657948,0.0169794320512023,0.2857142857142857,0.6,0.12179487179487178,0,0.024809749988235704,0.6792098313363024,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,참튼튼병원,21,병원,110000,서울,110007,동대문구,장안동,"서울특별시 동대문구 답십리로 261, (장안동)",1588-7562,,2011-03-25 00:00:00,5,0,0,0,5,0,0,0,0,0,0,0,0,,,202403,http://seoul.tntnhospital.co.kr,0.0,127.0693818,37.5727378,0.0201845602563305,0.4285714285714285,0.6,0.38461538461538464,2,0.10453883437251793,0.9390861980205787,1.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,참튼튼병원,21,병원,110000,서울,110022,노원구,상계동,"서울특별시 노원구 노해로 502, 2층, 3층, 5층 (상계동)",02-3392-9100,,2012-09-05 00:00:00,8,1,0,0,7,0,0,0,0,0,0,0,0,,,202403,,0.0,127.0636241,37.654566,0.0201845602563305,0.3571428571428571,0.6,0.38461538461538464,2,0.05675411559978734,0.8913014792478482,1.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQzNjEwMDIjODEjJDEjJDIjJDgz,참튼튼병원,21,병원,110000,서울,110005,구로구,구로동,"서울특별시 구로구 시흥대로 547, 금강빌딩 지하1,2~10층(구로동), 디지털로32가길 547, 금강빌딩 지하1,2~10층(구로동), 디지털로32가길 25, 티타운빌딩 B102,103,205,206,302 (구로동)",070-4268-7246,,2010-12-08 00:00:00,21,1,0,0,20,0,0,0,0,0,0,0,0,,,202403,,0.0,126.9004061,37.4821457,0.0424352362151405,0.2142857142857142,0.6,0.38461538461538464,2,0.13420351164873817,0.968750875296799,1.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4OSQyNjEwMDIjNDEjJDEjJDQjJDgz,참포도나무병원,21,병원,110000,서울,110021,서초구,양재동,"서울특별시 서초구 바우뫼로35길 32, (양재동)",02-1588-0831,,2012-07-24 00:00:00,10,0,0,0,10,0,0,0,0,0,0,0,0,,,202403,www.champodonamu.com/,0.0,127.0387018,37.4799379,0.0217097495805629,0.0714285714285714,0.6,0.391025641025641,2,0.2723623547084285,1.1069097183564893,1.0
JDQ4MTg4MSM1MSMkMSMkOCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjODEjJDEjJDIjJDgz,척바른병원,21,병원,110000,서울,110021,서초구,방배동,"서울특별시 서초구 방배로 151, 지하1층일부,2~5층 (방배동)",02-1644-3878,,2023-06-27 00:00:00,3,0,0,0,3,0,0,0,0,0,0,0,0,,,202403,,0.0,126.9935602,37.4871583,0.0198402076392507,0.4285714285714285,0.6,0.05769230769230769,0,0.16572271261989754,0.8201227939679643,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQyIyQ3IyQwMCQyNjE0ODEjNjEjJDEjJDgjJDgz,척편한병원,21,병원,110000,서울,110004,관악구,신림동,"서울특별시 관악구 신림로 318, 4,5층 (신림동, 청암두산위브)",02-6676-6000,,2013-02-01 00:00:00,5,0,0,0,5,0,0,0,0,0,0,0,0,,,202403,http://cphh.co.kr,0.0,126.9302485,37.4825924,0.0201845602563305,0.4285714285714285,0.6,0.14743589743589744,0,0.1628322153965643,0.817232296744631,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,청담병원,21,병원,110000,서울,110001,강남구,청담동,"서울특별시 강남구 삼성로147길 46, (청담동, 청담병원 지하1층, 1층일부, 2층~6층)",02-2104-2000,,2015-06-25 00:00:00,8,1,0,0,7,0,0,0,0,0,0,0,0,,,202403,,0.0,127.0456922,37.5207651,0.0003443526170798,0.0714285714285714,0.6,0.14743589743589744,0,0.2050318988722179,0.8594319802202846,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQxMyQyNjE0ODEjNjEjJDEjJDgjJDgz,청담해리슨병원,21,병원,110000,서울,110001,강남구,삼성동,"서울특별시 강남구 삼성로 646, 마디빌딩 B3~B1,2~9층 (삼성동)",02-333-8801,,2023-07-28 00:00:00,8,0,0,0,8,0,0,0,0,0,0,0,0,,,202403,,0.0,127.0511821,37.5176901,0.0201845602563305,0.1428571428571428,0.6,0.12179487179487178,0,0.13005968712399316,0.7844597684720599,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5MiQzNjEyMjIjNDEjJDEjJDgjJDgz,청병원,21,병원,110000,서울,110002,강동구,성내동,"서울특별시 강동구 올림픽로 546, G.M.F.빌딩 (성내동)",02-2202-3114,,2007-06-25 00:00:00,7,0,0,0,7,0,0,0,0,0,0,0,0,,,202403,http://www.chunghospital.net,0.0,127.1210362,37.5302703,0.0331223800123321,0.3571428571428571,0.6,0.1923076923076923,0,0.12225607831036069,0.7766561596584274,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3MiQyNjEyMjIjODEjJDEjJDIjJDgz,청화병원,21,병원,110000,서울,110008,동작구,노량진동,"서울특별시 동작구 장승배기로 108, (노량진동)",02-815-3788,,2001-03-07 00:00:00,17,0,0,0,17,0,0,0,0,0,0,0,0,,,202403,http://www.cheongwha.com,0.0,126.9401875,37.507275,0.0286304604486422,0.4285714285714285,0.6,0.1794871794871795,0,0.1737546003404224,0.828154681688489,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4MiQyNjE4MzIjNTEjJDEjJDIjJDgz,최원호병원,21,병원,110000,서울,110015,은평구,녹번동,"서울특별시 은평구 서오릉로 45, 최원호병원 (녹번동)",02-1588-3797,,2011-06-10 00:00:00,7,0,0,0,7,0,0,0,0,0,0,0,0,,,202403,,0.0,126.9238665,37.6047776,0.033466732629412,0.4285714285714285,0.6,0.14743589743589744,0,0.16357045767616288,0.8179705390242296,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQxMyQyNjE0ODEjNjEjJDEjJDAjJDgz,코리아병원,21,병원,110000,서울,110007,동대문구,장안동,"서울특별시 동대문구 장한로 143, (장안동)",02-2281-9999,,2003-07-30 00:00:00,2,0,0,0,2,0,0,0,0,0,0,0,0,,,202403,,0.0,127.0715342,37.5731957,0.01545424272697,0.4285714285714285,0.6,0.3525641025641026,2,0.1154720414635109,0.9500194051115717,1.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,토마스병원,21,병원,110000,서울,110001,강남구,신사동,"서울특별시 강남구 언주로174길 15, 구정빌딩 (신사동)",1577-5075,,2008-03-26 00:00:00,2,0,0,0,2,0,0,0,0,0,0,0,0,,,202403,,0.0,127.0352405,37.5284786,0.0166350794341224,0.4285714285714285,0.6,0.10897435897435896,0,0.15793976104834784,0.8123398423964145,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ2MiQzNjEwMDIjODEjJDEjJDIjJDgz,튼튼병원,21,병원,110000,서울,110001,강남구,청담동,"서울특별시 강남구 영동대로 713, B1~6층, 7층일부,8층 (청담동)",02-1588-7562,,2012-09-21 00:00:00,11,0,0,0,11,0,0,0,0,0,0,0,0,,,202403,http://seoul.tntnhospital.co.kr,0.0,127.0557487,37.5213191,0.0208732654904903,0.4285714285714285,0.6,0.4230769230769231,2,0.10480293289381569,0.9393502965418765,1.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQzNjE0ODEjNjEjJDEjJDgjJDgz,팔팔병원,21,병원,110000,서울,110019,중랑구,면목동,"서울특별시 중랑구 동일로 679, (면목동, 88병원)",02-1899-8875,,2013-12-24 00:00:00,6,0,0,0,6,0,0,0,0,0,0,0,0,,,202403,,0.0,127.0796941,37.5909515,0.0249148777856911,0.4285714285714285,0.6,0.14743589743589744,0,0.16297145294757903,0.8173715342956458,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5MiQzNjEyMjIjNDEjJDEjJDgjJDgz,포근한병원,21,병원,110000,서울,110024,강북구,미아동,"서울특별시 강북구 도봉로 266, (미아동)",02-986-9988,,2007-08-01 00:00:00,5,0,0,0,4,0,0,0,0,0,0,0,1,,,202403,,0.0,127.0241779,37.6322981,0.0003443526170798,0.3571428571428571,0.6,0.1346153846153846,0,0.0927274907426352,0.7471275720907019,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3OSQzNjE0ODEjNjEjJDEjJDAjJDgz,포미즈여성병원,21,병원,110000,서울,110020,양천구,목동,"서울특별시 양천구 공항대로 610, (목동, 정종일산부인과)",02-2651-7500,,2003-07-28 00:00:00,9,0,0,0,9,0,0,0,0,0,0,0,0,,,202403,http://www.iformiz.co.kr,0.0,126.8723522,37.5467929,0.0265643447461629,0.4285714285714285,0.6,0.1987179487179487,0,0.18241313969059686,0.8368132210386636,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjE0ODEjNTEjJDEjJDIjJDgz,핑크힐병원,21,병원,110000,서울,110003,강서구,염창동,"서울특별시 강서구 양천로 712, (염창동)",02-2658-5114,,1999-06-02 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,,,202403,http://www.ksyonsei.com/,0.0,126.8748085,37.5493061,0.0122491145218417,0.3571428571428571,0.6,0.21153846153846154,0,0.13549300799440703,0.7898930893424737,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ2MiQyNjE0ODEjNzEjJDEjJDgjJDgz,하나이비인후과병원,21,병원,110000,서울,110001,강남구,역삼동,"서울특별시 강남구 역삼로 245, 지하2층일부 1층일부 2~7층 (역삼동)",02-6925-1111,,2009-11-30 00:00:00,13,0,0,0,13,0,0,0,0,0,0,0,0,,,202403,http://www.hanaent.co.kr,0.0,127.0429904,37.4979277,0.0143105001059546,0.4285714285714285,0.6,0.17307692307692307,0,0.17090080424929568,0.8253008855973624,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4OSQzNjEyMjIjNDEjJDEjJDgjJDgz,하늘병원,21,병원,110000,서울,110007,동대문구,답십리동,"서울특별시 동대문구 천호대로 317, 하늘병원 (답십리동)",02-2246-8750,,2012-08-24 00:00:00,16,2,0,0,14,0,0,0,0,0,0,0,0,,,202403,http://www.smcsky.com,0.0,127.0556475,37.5651838,0.029572899190124,0.3571428571428571,0.6,0.33974358974358976,2,0.08106092758014066,0.9156082912282015,1.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5OSQzNjEyMjIjODEjJDEjJDIjJDgz,학교법인대진교육재단 제인병원,21,병원,110000,서울,110011,성동구,송정동,"서울특별시 성동구 광나루로 243, (송정동)",02-3408-2100,,2012-12-13 00:00:00,6,0,0,0,4,1,0,0,0,1,0,0,0,,,202403,,0.0,127.0569539,37.5494673,0.0500247858202403,0.4285714285714285,0.6,0.11538461538461538,0,0.16137038942352117,0.8157704707715878,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4OSQyNjEyMjIjNjEjJDEjJDAjJDgz,한강수병원,21,병원,110000,서울,110013,영등포구,양평동1가,"서울특별시 영등포구 영등포로 83, 한강수병원 (양평동1가)",02-1800-7119,,2013-11-07 00:00:00,15,0,0,0,15,0,0,0,0,0,0,0,0,,,202403,,0.0,126.8909362,37.5224111,0.0006887052341597,0.0,0.6,0.1987179487179487,0,0.2870057081990119,0.9414057895470787,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,한솔병원,21,병원,110000,서울,110018,송파구,석촌동,"서울특별시 송파구 송파대로 445, 한솔병원 (석촌동)",02-2147-6000,,1998-03-30 00:00:00,26,0,0,0,25,1,0,0,0,0,0,0,0,,,202403,http://www.hansolh.co.kr,0.0,127.1059179,37.5061156,0.041674234856053,0.4285714285714285,0.6,0.38461538461538464,2,0.10255707376975998,0.9371044374178208,1.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz,햇빛병원,21,병원,110000,서울,110024,강북구,미아동,"서울특별시 강북구 도봉로 74, (미아동)",02-983-7771,,2004-10-19 00:00:00,15,0,0,0,15,0,0,0,0,0,0,0,0,,,202403,http://www.hatvit.co.kr,0.0,127.0302959,37.6157812,0.029319165682802,0.4285714285714285,0.6,0.23717948717948717,2,0.1942465998553344,1.0287939635033951,1.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQwMyQzNjEwMDIjNTEjJDEjJDYjJDgz,허리나은병원,21,병원,110000,서울,110002,강동구,성내동,"서울특별시 강동구 양재대로 1415, 지하4, 지상5층 (성내동)",02-472-0114,,2008-08-29 00:00:00,8,0,0,0,8,0,0,0,0,0,0,0,0,,,202403,,0.0,127.1376388,37.5324777,0.0212176181075702,0.1428571428571428,0.6,0.18589743589743588,0,0.1510522201874296,0.8054523015354963,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3OSQ0NjEwMDIjNjEjJDEjJDAjJDgz,혜민안과병원,21,병원,110000,서울,110018,송파구,가락동,"서울특별시 송파구 중대로 122, (가락동)",02-3012-1800,,2016-12-22 00:00:00,5,1,0,0,4,0,0,0,0,0,0,0,0,,,202403,,0.0,127.1219354,37.4938555,0.0006887052341597,0.3571428571428571,0.6,0.05128205128205128,0,0.10522535710726552,0.7596254384553323,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjE4MzIjNjEjJDEjJDAjJDgz,호산여성병원,21,병원,110000,서울,110001,강남구,신사동,"서울특별시 강남구 언주로 871, 호산병원 (신사동)",02-546-3493,,1999-05-26 00:00:00,10,0,0,0,10,0,0,0,0,0,0,0,0,,,202403,http://www.ladyhosan.co.kr,0.0,127.0333541,37.5285704,0.0279417552144824,0.4285714285714285,0.6,0.22435897435897434,0,0.196513015025992,0.8509130963740588,2.0
JDQ4MTg4MSM1MSMkMSMkNCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3OSQzNjE0ODEjNjEjJDEjJDgjJDgz,강남효요양병원,28,요양병원,110000,서울,110004,관악구,봉천동,"서울특별시 관악구 남부순환로 1704, (봉천동)",02-885-8080,,2008-04-15 00:00:00,5,1,0,0,4,0,0,0,0,0,0,0,0,,,202403,,0.0,126.9394042,37.4830572,0.0066844919786096,0.0714285714285714,0.6,0.05128205128205128,0,0.20854991673592768,0.8629499980839944,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3OSQyNjEyMjIjODEjJDEjJDYjJDgz,강동성모요양병원,28,요양병원,110000,서울,110002,강동구,천호동,"서울특별시 강동구 올림픽로80길 31, 로뎀빌딩 (천호동)",02-488-0020,,2007-04-10 00:00:00,10,0,0,0,9,0,0,0,0,1,0,0,0,,,202403,,0.0,127.1271993,37.5434735,0.0066844919786096,0.1071428571428571,0.6,0.07051282051282051,0,0.16936475685253444,0.8237648382006011,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQwMyQzNjE0ODEjNzEjJDEjJDgjJDgz,강동우리들요양병원,28,요양병원,110000,서울,110002,강동구,천호동,"서울특별시 강동구 구천면로 202, 행복타워빌딩 B2,2,3,4,6층 (천호동)",02-474-7570,,2018-12-14 00:00:00,7,0,0,0,5,0,0,0,0,1,0,0,1,,,202403,,0.0,127.127112,37.5401093,0.0066844919786096,0.0714285714285714,0.6,0.05769230769230769,0,0.20690275760562823,0.861302838953695,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQwMyQzNjE4MzIjODEjJDEjJDIjJDgz,강북연세요양병원,28,요양병원,110000,서울,110010,서대문구,연희동,"서울특별시 서대문구 성산로 335, (연희동)",02-335-2277,,2006-02-20 00:00:00,5,0,0,0,4,0,0,0,0,1,0,0,0,,,202403,,0.0,126.9276697,37.5661224,0.0049019607843137,0.0714285714285714,0.6,0.019230769230769232,0,0.21952229055065653,0.8739223718987232,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQwMyQyNjE4MzIjODEjJDEjJDYjJDgz,그레이스힐 요양병원,28,요양병원,110000,서울,110022,노원구,상계동,"서울특별시 노원구 노원로 461, 대감프라자빌딩 3,4,5,6층 (상계동)",02-934-1300,,2020-07-28 00:00:00,7,2,0,0,4,0,0,0,0,1,0,0,0,,,202403,,0.0,127.0656456,37.6574391,0.0128220709771511,0.0714285714285714,0.6,0.019230769230769232,0,0.21920121868602735,0.8736013000340941,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQwMyQzNjEyMjIjNDEjJDEjJDQjJDgz,꿈의숲요양병원,28,요양병원,110000,서울,110024,강북구,번동,"서울특별시 강북구 월계로 183, (번동)",02-987-9988,,2019-10-15 00:00:00,8,1,0,0,6,0,0,0,0,1,0,0,0,,,202403,,0.0,127.0449372,37.6205782,0.0102495543672014,0.0714285714285714,0.6,0.08974358974358973,0,0.20137946080544644,0.8557795421535132,2.0
